;tweetid;stance;senti;target;moral;toxic;act;vad
853;617956001543655424;NONE;POSITIVE;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.3245, 0.2426, 0.2566]
854;618043216156340224;NONE;NEITHER;Climate Change is a Real Concern;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.17385714285714285, 0.26885714285714285, 0.23957142857142857]
855;618048761864937473;FAVOR;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.5786666666666667, 0.30379999999999996, 0.5191333333333332]
856;618060596869771265;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4384545454545455, 0.324, 0.36718181818181816]
857;618075431816687616;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.19025, 0.26966666666666667, 0.22858333333333333]
858;618090039474552832;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.26591666666666663, 0.17958333333333334, 0.2644166666666667]
859;618095626073567232;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sug;[0.43657142857142855, 0.2651428571428572, 0.3277142857142857]
860;618096762104991744;NONE;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5157692307692308, 0.35484615384615387, 0.41992307692307695]
861;618104452294295552;NONE;NEITHER;Climate Change is a Real Concern;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3056, 0.1778, 0.2862]
862;618106694145409024;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.19399999999999998, 0.11572727272727273, 0.18154545454545457]
863;618109172308013056;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5995384615384615, 0.4811538461538461, 0.5824615384615384]
864;618109606082949120;NONE;NEGATIVE;Climate Change is a Real Concern;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.484, 0.37306666666666666, 0.41739999999999994]
865;618109937676328961;FAVOR;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3873333333333333, 0.3558888888888889, 0.3765555555555556]
866;618114298120777728;NONE;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.4298, 0.3106, 0.38780000000000003]
867;618114497450905600;FAVOR;NEGATIVE;Climate Change is a Real Concern;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.37500000000000006, 0.3164285714285714, 0.3782142857142858]
868;618115856178921472;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.39325000000000004, 0.3398333333333334, 0.3698333333333333]
869;618117105586536448;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.3614545454545455, 0.41309090909090906, 0.38890909090909087]
870;618117658181918720;FAVOR;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3322, 0.27690000000000003, 0.2655]
871;618122601970319360;NONE;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.3153333333333333, 0.30866666666666664, 0.3455]
872;618128417326821377;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.22633333333333333, 0.13655555555555554, 0.18688888888888888]
873;618131199144390657;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;que;[0.27576923076923077, 0.311, 0.2714615384615385]
874;618137472241799168;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.2866363636363636, 0.2992727272727273, 0.31481818181818183]
875;618139272005025792;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.26481818181818184, 0.19727272727272727, 0.2128181818181818]
876;618152957041741824;FAVOR;NEITHER;Climate Change is a Real Concern;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.3189090909090909, 0.24236363636363636, 0.27754545454545454]
877;618162207751208960;NONE;NEITHER;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;que;[0.22510000000000002, 0.15494999999999998, 0.20049999999999998]
878;618170765393981440;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.17533333333333334, 0.22291666666666665, 0.16758333333333333]
879;618171033321873408;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.3175, 0.3015, 0.31829999999999997]
880;618171309273427968;NONE;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.32908333333333334, 0.19033333333333333, 0.27425000000000005]
881;618192620750180352;FAVOR;NEITHER;Climate Change is a Real Concern;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.3806153846153846, 0.22499999999999998, 0.34600000000000003]
882;618198363352207361;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;que;[0.0748888888888889, 0.10833333333333334, 0.06711111111111112]
883;618224921236238336;FAVOR;NEITHER;Climate Change is a Real Concern;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.37772222222222224, 0.22483333333333333, 0.3325]
884;618224960448782336;NONE;NEITHER;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.20983333333333332, 0.13883333333333334, 0.14116666666666666]
885;618243519434653696;NONE;NEGATIVE;Climate Change is a Real Concern;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.23514285714285715, 0.22321428571428573, 0.22921428571428568]
886;618244467515068417;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.2754, 0.30005000000000004, 0.28104999999999997]
887;618245392623230976;NONE;POSITIVE;Climate Change is a Real Concern;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;sta;[0.1861, 0.166, 0.15650000000000003]
888;618249862442659841;NONE;NEITHER;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.073, 0.08483333333333333, 0.10316666666666667]
889;618258744921726976;NONE;POSITIVE;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.3837, 0.20279999999999995, 0.31910000000000005]
890;618261149662904320;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 0, 1, 0, 1, 0, 1, 0, 0, 0];non_toxic;oth;[0.3982307692307693, 0.28423076923076923, 0.2591538461538461]
891;618261853785886720;NONE;NEGATIVE;Climate Change is a Real Concern;[1, 0, 1, 0, 0, 0, 1, 0, 0, 0];toxic;que;[0.42193333333333327, 0.39533333333333337, 0.4042666666666666]
892;618265044749422592;FAVOR;NEITHER;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.43466666666666676, 0.3301333333333334, 0.36200000000000004]
893;618274956179316736;NONE;NEITHER;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.17611111111111113, 0.25277777777777777, 0.17322222222222225]
894;618275217257791488;FAVOR;NEITHER;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.060222222222222226, 0.03155555555555555, 0.04611111111111111]
895;618278174447669250;NONE;NEITHER;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;que;[0.4415333333333333, 0.27719999999999995, 0.5214]
896;618292659971424256;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.46283333333333343, 0.27094444444444443, 0.33405555555555555]
897;618298183832068096;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.40599999999999997, 0.3405714285714286, 0.3824999999999999]
898;618313658028810240;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.3049, 0.29450000000000004, 0.2346]
899;618314702465032192;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 0, 0, 0, 1, 0, 0, 1, 0, 0];non_toxic;sta;[0.39919999999999994, 0.2218, 0.27613333333333334]
900;618317301167685632;FAVOR;POSITIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;que;[0.43353846153846154, 0.28346153846153843, 0.4041538461538462]
901;618322229298876416;FAVOR;POSITIVE;Climate Change is a Real Concern;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.40330000000000005, 0.2591, 0.37720000000000004]
902;618327264791408640;NONE;NEGATIVE;Climate Change is a Real Concern;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.20166666666666666, 0.24622222222222223, 0.21000000000000002]
903;618327534904717312;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 0, 0, 0, 1, 0, 0, 1, 0, 0];non_toxic;sta;[0.35600000000000004, 0.2722727272727273, 0.3056363636363636]
904;618328269864235009;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.40355555555555556, 0.32933333333333326, 0.3363333333333334]
905;618328300344221696;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.25723076923076926, 0.18015384615384614, 0.20438461538461541]
906;618328436524781568;FAVOR;POSITIVE;Climate Change is a Real Concern;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.27687500000000004, 0.228875, 0.26125]
907;618334744342855681;FAVOR;NEGATIVE;Climate Change is a Real Concern;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.235625, 0.111625, 0.138375]
908;588385335123451904;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.4582941176470588, 0.35105882352941176, 0.4010000000000001]
909;588386794275610626;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];toxic;sta;[0.4702727272727273, 0.2924545454545454, 0.3267272727272727]
910;588392716372992000;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sta;[0.32633333333333336, 0.27859999999999996, 0.29806666666666665]
911;588393340099493888;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.2828461538461538, 0.28692307692307695, 0.25961538461538464]
912;588396780208947200;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.23837499999999998, 0.35224999999999995, 0.270875]
913;588397759805394944;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];toxic;oth;[0.2988461538461539, 0.2216923076923077, 0.24161538461538462]
914;588398699782483968;FAVOR;POSITIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.34569230769230774, 0.18746153846153848, 0.29292307692307695]
915;588402793481949184;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.2816666666666667, 0.1942, 0.2330666666666667]
916;588412760943435778;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];toxic;exp;[0.32142857142857145, 0.2515, 0.19585714285714287]
917;588425794969440256;FAVOR;POSITIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.3311818181818182, 0.3189090909090909, 0.3794545454545455]
918;588429912681381888;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.29006666666666664, 0.17373333333333332, 0.27246666666666663]
919;588439850036002817;NONE;POSITIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.4526428571428571, 0.2727142857142857, 0.38871428571428573]
920;588440215699775488;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4396666666666667, 0.3389333333333333, 0.39266666666666666]
921;588440900495245314;AGAINST;NEGATIVE;Feminist Movement;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.011857142857142856, 0.24899999999999997, 0.16657142857142856]
922;588444202410770432;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.42146153846153855, 0.2403846153846154, 0.31807692307692303]
923;588444235935842304;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.446, 0.4032222222222222, 0.34288888888888885]
924;588449233054883840;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.1527777777777778, 0.131, 0.13933333333333334]
925;588454999413391360;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;exp;[0.375, 0.35023076923076923, 0.32023076923076926]
926;588455881848791040;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.4130909090909091, 0.3689090909090909, 0.3613636363636364]
927;588457762239057920;FAVOR;POSITIVE;Feminist Movement;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];non_toxic;exp;[0.22521428571428573, 0.1482857142857143, 0.23607142857142854]
928;588460136047452160;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.14745454545454545, 0.07045454545454545, 0.11918181818181818]
929;588467155152306177;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.621, 0.382125, 0.64325]
930;588471260847296513;FAVOR;POSITIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.438, 0.18779999999999997, 0.3872]
931;588474134553821186;NONE;POSITIVE;Feminist Movement;[0, 0, 1, 1, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.4899285714285714, 0.32385714285714284, 0.40571428571428575]
932;588477499044192256;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 1, 0, 0];toxic;exp;[0.19974999999999998, 0.2036875, 0.20737499999999998]
933;588493593796595712;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];toxic;exp;[0.22145454545454546, 0.28945454545454546, 0.25945454545454544]
934;588495813774614529;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3531428571428571, 0.2993571428571428, 0.34349999999999997]
935;588497616490655744;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;exp;[0.2216363636363636, 0.26418181818181813, 0.22445454545454543]
936;588498102211842048;FAVOR;POSITIVE;Feminist Movement;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.46609999999999996, 0.2667, 0.41689999999999994]
937;588507014084583424;FAVOR;POSITIVE;Feminist Movement;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.33166666666666667, 0.3188333333333333, 0.3133333333333333]
938;588508177857019904;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.020399999999999998, 0.1776, 0.1086]
939;588510216272084993;NONE;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3685555555555556, 0.2988888888888888, 0.32911111111111113]
940;588517076156813312;NONE;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.22341666666666668, 0.17433333333333334, 0.20049999999999998]
941;588519429207683072;FAVOR;POSITIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.2535, 0.12033333333333333, 0.23199999999999998]
942;588521989230362624;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];toxic;sta;[0.17500000000000002, 0.153, 0.1775]
943;588523621351497729;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.2703, 0.2644, 0.3103]
944;588528081889054720;FAVOR;POSITIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.1559090909090909, 0.12299999999999998, 0.11881818181818181]
945;588530450106318848;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.259, 0.27299999999999996, 0.2502222222222222]
946;588530846186901506;NONE;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.24026666666666668, 0.3415333333333333, 0.2546]
947;588538643163258880;FAVOR;POSITIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.40507692307692306, 0.265, 0.2873076923076923]
948;588542195168251906;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.35080000000000006, 0.24339999999999998, 0.28213333333333335]
949;588551752779104256;NONE;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;oth;[0.130125, 0.241875, 0.1165]
950;588551832764547073;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.36150000000000004, 0.20729999999999998, 0.2631]
951;588553481784414208;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 1, 0, 0, 0, 0, 1];toxic;exp;[0.33426666666666666, 0.1906, 0.2791333333333333]
952;588553651154653184;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;oth;[0.2549, 0.23490000000000003, 0.2017]
953;588573912125964289;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.3466666666666667, 0.2568333333333333, 0.3199166666666667]
954;588581982700851200;NONE;NEGATIVE;Feminist Movement;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.23962499999999998, 0.35187500000000005, 0.24175]
955;588625327988936704;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.3970666666666666, 0.2578, 0.29446666666666665]
956;588629417313710080;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];toxic;oth;[0.42066666666666674, 0.3512, 0.4160000000000001]
957;588653223994490880;NONE;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.25, 0.12975, 0.16825]
958;588656894593658881;FAVOR;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.33475000000000005, 0.22858333333333333, 0.2805]
959;588662767386808320;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.2587777777777778, 0.2492222222222222, 0.286]
960;588694604460888064;NONE;POSITIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];non_toxic;exp;[0.32073333333333337, 0.209, 0.29240000000000005]
961;588699739513815042;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];toxic;sta;[0.21683333333333335, 0.15733333333333333, 0.21316666666666664]
962;588708170085888000;FAVOR;POSITIVE;Feminist Movement;[1, 0, 0, 1, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.39718181818181814, 0.22599999999999998, 0.33381818181818185]
963;588711540339113985;FAVOR;NEGATIVE;Feminist Movement;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4491818181818182, 0.243, 0.35581818181818187]
964;588718424282554368;NONE;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];toxic;oth;[0.1462, 0.1, 0.09280000000000001]
965;588722942445359104;FAVOR;POSITIVE;Feminist Movement;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.16, 0.14575, 0.191]
966;588724086672527361;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];toxic;oth;[0.23091666666666666, 0.20441666666666666, 0.1918333333333333]
967;588725171151843328;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 1, 0, 0, 0, 1];toxic;sta;[0.4678, 0.3891, 0.4263]
968;588728904707399680;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;oth;[0.2098, 0.12810000000000002, 0.18109999999999998]
969;588733231706427393;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.2655, 0.20043750000000002, 0.2316875]
970;588742923811823616;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4446923076923076, 0.3526923076923077, 0.4186153846153846]
971;588754374488420354;FAVOR;POSITIVE;Feminist Movement;[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];toxic;sta;[0.4137333333333333, 0.39180000000000004, 0.33533333333333337]
972;588758889367232512;FAVOR;POSITIVE;Feminist Movement;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.9549333333333334, 0.5361333333333334, 0.8150000000000001]
973;588759327139201024;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.21954545454545454, 0.18936363636363635, 0.2420909090909091]
974;592530980017205248;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.2846666666666667, 0.2068333333333333, 0.209]
975;592533087365373953;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.21921428571428572, 0.22042857142857142, 0.2075]
976;592533997588209664;NONE;POSITIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.516, 0.33461538461538465, 0.4241538461538461]
977;592535223423885312;NONE;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;oth;[0.13522222222222224, 0.16722222222222222, 0.14222222222222222]
978;592536079695159297;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 1, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.268, 0.3695, 0.33028571428571424]
979;592536158589988864;NONE;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.3480909090909092, 0.2791818181818182, 0.3182727272727273]
980;592536253331038208;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.2950909090909091, 0.19154545454545452, 0.23972727272727273]
981;592536875711205376;NONE;POSITIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;sta;[0.35950000000000004, 0.46192857142857147, 0.3719285714285715]
982;592536926390853632;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.5282, 0.39089999999999997, 0.4368]
983;592538353440059392;AGAINST;POSITIVE;Feminist Movement;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5169333333333334, 0.32093333333333335, 0.4614]
984;592539474699100160;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];toxic;sta;[0.32661538461538464, 0.2694615384615385, 0.29307692307692307]
985;592540629495754754;AGAINST;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];toxic;sta;[0.5146153846153847, 0.37361538461538457, 0.4066923076923077]
986;592541583532269568;NONE;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];toxic;oth;[0.306, 0.2175, 0.29200000000000004]
987;592543205603811329;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.264625, 0.3915, 0.322625]
988;592546269752467458;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.23158333333333334, 0.21591666666666667, 0.20516666666666664]
989;592554709073960960;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;que;[0.35562499999999997, 0.329375, 0.3745]
990;592557355583156225;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.5813, 0.3451, 0.4796]
991;592560782325350400;NONE;NEGATIVE;Feminist Movement;[1, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.2567857142857143, 0.20228571428571426, 0.23164285714285718]
992;592566057673433088;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 1, 0, 0, 0, 0, 1];toxic;exp;[0.18763636363636363, 0.25236363636363635, 0.21545454545454545]
993;592576795104292865;NONE;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.18644444444444444, 0.1371111111111111, 0.19611111111111112]
994;592577347347292160;AGAINST;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.2788333333333333, 0.18508333333333335, 0.22924999999999998]
